Store,Date,Sales,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
3,2/11/18,4870,1,0,d,0,a,a,310,12,2018,0,,,
3,1/11/18,8036.9,1,0,d,1,a,a,310,12,2018,0,,,
3,31/10/18,8,0,0,a,1,a,a,310,12,2018,0,,,
3,30/10/18,8549.5,1,0,d,1,a,a,310,12,2018,0,,,
3,29/10/18,5943.6,1,0,d,1,a,a,310,12,2018,0,,,
3,28/10/18,6053.6,1,0,d,1,a,a,310,12,2018,0,,,
3,27/10/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,26/10/18,3478.5,1,0,d,0,a,a,310,12,2018,0,,,
3,25/10/18,7037,1,1,d,1,a,a,310,12,2018,0,,,
3,24/10/18,6580.5,1,1,d,1,a,a,310,12,2018,0,,,
3,23/10/18,6910.5,1,1,d,1,a,a,310,12,2018,0,,,
3,22/10/18,7072.2,1,1,d,1,a,a,310,12,2018,0,,,
3,21/10/18,8901.5,1,1,d,1,a,a,310,12,2018,0,,,
3,20/10/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,19/10/18,3760.1,1,0,d,0,a,a,310,12,2018,0,,,
3,18/10/18,6218.6,1,0,d,0,a,a,310,12,2018,0,,,
3,17/10/18,6302.2,1,0,d,0,a,a,310,12,2018,0,,,
3,16/10/18,6598.1,1,0,d,0,a,a,310,12,2018,0,,,
3,15/10/18,6968.8,1,0,d,0,a,a,310,12,2018,0,,,
3,14/10/18,6718,1,0,d,0,a,a,310,12,2018,0,,,
3,13/10/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,12/10/18,4758.9,1,0,d,0,a,a,310,12,2018,0,,,
3,11/10/18,8073.2,1,1,d,0,a,a,310,12,2018,0,,,
3,10/10/18,7033.7,1,1,d,0,a,a,310,12,2018,0,,,
3,9/10/18,8160.1,1,1,d,0,a,a,310,12,2018,0,,,
3,8/10/18,8500,1,1,d,0,a,a,310,12,2018,0,,,
3,7/10/18,9911.3,1,1,d,0,a,a,310,12,2018,0,,,
3,6/10/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,5/10/18,4425.6,1,0,d,0,a,a,310,12,2018,0,,,
3,4/10/18,7807,1,0,d,0,a,a,310,12,2018,0,,,
3,3/10/18,8,0,0,a,0,a,a,310,12,2018,0,,,
3,2/10/18,7970.9,1,0,d,0,a,a,310,12,2018,0,,,
3,1/10/18,7656.3,1,0,d,0,a,a,310,12,2018,0,,,
3,30/9/18,8112.8,1,0,d,0,a,a,310,12,2018,0,,,
3,29/9/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,28/9/18,3973.5,1,0,d,0,a,a,310,12,2018,0,,,
3,27/9/18,7892.8,1,1,d,0,a,a,310,12,2018,0,,,
3,26/9/18,6144.9,1,1,d,0,a,a,310,12,2018,0,,,
3,25/9/18,7365.9,1,1,d,0,a,a,310,12,2018,0,,,
3,24/9/18,8360.3,1,1,d,0,a,a,310,12,2018,0,,,
3,23/9/18,9316.2,1,1,d,0,a,a,310,12,2018,0,,,
3,22/9/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,21/9/18,3969.1,1,0,d,0,a,a,310,12,2018,0,,,
3,20/9/18,5974.4,1,0,d,0,a,a,310,12,2018,0,,,
3,19/9/18,6081.1,1,0,d,0,a,a,310,12,2018,0,,,
3,18/9/18,5522.3,1,0,d,0,a,a,310,12,2018,0,,,
3,17/9/18,6000.8,1,0,d,0,a,a,310,12,2018,0,,,
3,16/9/18,6195.5,1,0,d,0,a,a,310,12,2018,0,,,
3,15/9/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,14/9/18,3756.8,1,0,d,0,a,a,310,12,2018,0,,,
3,13/9/18,8049,1,1,d,0,a,a,310,12,2018,0,,,
3,12/9/18,7408.8,1,1,d,0,a,a,310,12,2018,0,,,
3,11/9/18,8185.4,1,1,d,0,a,a,310,12,2018,0,,,
3,10/9/18,8001.7,1,1,d,0,a,a,310,12,2018,0,,,
3,9/9/18,9035.7,1,1,d,0,a,a,310,12,2018,0,,,
3,8/9/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,7/9/18,3819.5,1,0,d,0,a,a,310,12,2018,0,,,
3,6/9/18,6726.8,1,0,d,0,a,a,310,12,2018,0,,,
3,5/9/18,6128.4,1,0,d,0,a,a,310,12,2018,0,,,
3,4/9/18,6962.2,1,0,d,0,a,a,310,12,2018,0,,,
3,3/9/18,6542,1,0,d,0,a,a,310,12,2018,0,,,
3,2/9/18,7194.3,1,0,d,0,a,a,310,12,2018,0,,,
3,1/9/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,31/8/18,4329.9,1,0,d,0,a,a,310,12,2018,0,,,
3,30/8/18,9590.1,1,1,d,0,a,a,310,12,2018,0,,,
3,29/8/18,7006.2,1,1,d,0,a,a,310,12,2018,0,,,
3,28/8/18,7095.3,1,1,d,0,a,a,310,12,2018,0,,,
3,27/8/18,7742.1,1,1,d,0,a,a,310,12,2018,0,,,
3,26/8/18,8517.6,1,1,d,0,a,a,310,12,2018,0,,,
3,25/8/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,24/8/18,4009.8,1,0,d,0,a,a,310,12,2018,0,,,
3,23/8/18,6446.3,1,0,d,1,a,a,310,12,2018,0,,,
3,22/8/18,5909.5,1,0,d,1,a,a,310,12,2018,0,,,
3,21/8/18,6261.5,1,0,d,1,a,a,310,12,2018,0,,,
3,20/8/18,5938.1,1,0,d,1,a,a,310,12,2018,0,,,
3,19/8/18,6534.3,1,0,d,1,a,a,310,12,2018,0,,,
3,18/8/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,17/8/18,3848.1,1,0,d,0,a,a,310,12,2018,0,,,
3,16/8/18,7026,1,1,d,1,a,a,310,12,2018,0,,,
3,15/8/18,6846.7,1,1,d,1,a,a,310,12,2018,0,,,
3,14/8/18,7981.9,1,1,d,1,a,a,310,12,2018,0,,,
3,13/8/18,6995.2,1,1,d,1,a,a,310,12,2018,0,,,
3,12/8/18,8218.4,1,1,d,1,a,a,310,12,2018,0,,,
3,11/8/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,10/8/18,4070.3,1,0,d,0,a,a,310,12,2018,0,,,
3,9/8/18,6232.9,1,0,d,1,a,a,310,12,2018,0,,,
3,8/8/18,6047,1,0,d,1,a,a,310,12,2018,0,,,
3,7/8/18,6282.4,1,0,d,1,a,a,310,12,2018,0,,,
3,6/8/18,5921.6,1,0,d,1,a,a,310,12,2018,0,,,
3,5/8/18,6722.4,1,0,d,1,a,a,310,12,2018,0,,,
3,4/8/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,3/8/18,4263.9,1,0,d,0,a,a,310,12,2018,0,,,
3,2/8/18,7814.7,1,1,d,1,a,a,310,12,2018,0,,,
3,1/8/18,8383.4,1,1,d,1,a,a,310,12,2018,0,,,
3,31/7/18,9843.1,1,1,d,1,a,a,310,12,2018,0,,,
3,30/7/18,8021.5,1,1,d,1,a,a,310,12,2018,0,,,
3,29/7/18,8654,1,1,d,1,a,a,310,12,2018,0,,,
3,28/7/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,27/7/18,3709.5,1,0,d,0,a,a,310,12,2018,0,,,
3,26/7/18,5915,1,0,d,1,a,a,310,12,2018,0,,,
3,25/7/18,5731.3,1,0,d,1,a,a,310,12,2018,0,,,
3,24/7/18,6280.2,1,0,d,1,a,a,310,12,2018,0,,,
3,23/7/18,6284.6,1,0,d,1,a,a,310,12,2018,0,,,
3,22/7/18,6709.2,1,0,d,1,a,a,310,12,2018,0,,,
3,21/7/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,20/7/18,4206.7,1,0,d,0,a,a,310,12,2018,0,,,
3,19/7/18,8016,1,1,d,1,a,a,310,12,2018,0,,,
3,18/7/18,7241.6,1,1,d,1,a,a,310,12,2018,0,,,
3,17/7/18,7612.3,1,1,d,1,a,a,310,12,2018,0,,,
3,16/7/18,8317.4,1,1,d,1,a,a,310,12,2018,0,,,
3,15/7/18,9350.3,1,1,d,1,a,a,310,12,2018,0,,,
3,14/7/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,13/7/18,4603.8,1,0,d,0,a,a,310,12,2018,0,,,
3,12/7/18,7240.5,1,0,d,0,a,a,310,12,2018,0,,,
3,11/7/18,6383.6,1,0,d,0,a,a,310,12,2018,0,,,
3,10/7/18,6349.5,1,0,d,0,a,a,310,12,2018,0,,,
3,9/7/18,6331.9,1,0,d,0,a,a,310,12,2018,0,,,
3,8/7/18,7807,1,0,d,0,a,a,310,12,2018,0,,,
3,7/7/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,6/7/18,4311.2,1,0,d,0,a,a,310,12,2018,0,,,
3,5/7/18,7403.3,1,1,d,0,a,a,310,12,2018,0,,,
3,4/7/18,7566.1,1,1,d,0,a,a,310,12,2018,0,,,
3,3/7/18,8253.6,1,1,d,0,a,a,310,12,2018,0,,,
3,2/7/18,8707.9,1,1,d,0,a,a,310,12,2018,0,,,
3,1/7/18,10913.4,1,1,d,0,a,a,310,12,2018,0,,,
3,30/6/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,29/6/18,4914,1,0,d,0,a,a,310,12,2018,0,,,
3,28/6/18,8188.7,1,0,d,0,a,a,310,12,2018,0,,,
3,27/6/18,6594.8,1,0,d,0,a,a,310,12,2018,0,,,
3,26/6/18,6539.8,1,0,d,0,a,a,310,12,2018,0,,,
3,25/6/18,5444.2,1,0,d,0,a,a,310,12,2018,0,,,
3,24/6/18,7041.4,1,0,d,0,a,a,310,12,2018,0,,,
3,23/6/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,22/6/18,4959.1,1,0,d,0,a,a,310,12,2018,0,,,
3,21/6/18,8021.5,1,1,d,0,a,a,310,12,2018,0,,,
3,20/6/18,6935.8,1,1,d,0,a,a,310,12,2018,0,,,
3,19/6/18,7680.5,1,1,d,0,a,a,310,12,2018,0,,,
3,18/6/18,8056.7,1,1,d,0,a,a,310,12,2018,0,,,
3,17/6/18,8802.5,1,1,d,0,a,a,310,12,2018,0,,,
3,16/6/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,15/6/18,4354.1,1,0,d,0,a,a,310,12,2018,0,,,
3,14/6/18,7092,1,0,d,0,a,a,310,12,2018,0,,,
3,13/6/18,6027.2,1,0,d,0,a,a,310,12,2018,0,,,
3,12/6/18,6727.9,1,0,d,0,a,a,310,12,2018,0,,,
3,11/6/18,6810.4,1,0,d,0,a,a,310,12,2018,0,,,
3,10/6/18,7343.9,1,0,d,0,a,a,310,12,2018,0,,,
3,9/6/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,8/6/18,4800.7,1,0,d,0,a,a,310,12,2018,0,,,
3,7/6/18,8538.5,1,1,d,0,a,a,310,12,2018,0,,,
3,6/6/18,7466,1,1,d,0,a,a,310,12,2018,0,,,
3,5/6/18,7859.8,1,1,d,0,a,a,310,12,2018,0,,,
3,4/6/18,8327.3,1,1,d,0,a,a,310,12,2018,0,,,
3,3/6/18,7878.5,1,1,d,0,a,a,310,12,2018,0,,,
3,2/6/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,1/6/18,4718.2,1,0,d,0,a,a,310,12,2018,0,,,
3,31/5/18,10481.1,1,1,d,0,a,a,310,12,2018,0,,,
3,30/5/18,7261.4,1,1,a,0,a,a,310,12,2018,0,,,
3,29/5/18,7236.1,1,1,d,0,a,a,310,12,2018,0,,,
3,28/5/18,7166.8,1,1,d,0,a,a,310,12,2018,0,,,
3,27/5/18,8594.6,1,1,d,0,a,a,310,12,2018,0,,,
3,26/5/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,25/5/18,4518,1,0,d,0,a,a,310,12,2018,0,,,
3,24/5/18,7044.7,1,0,d,0,a,a,310,12,2018,0,,,
3,23/5/18,6881.9,1,0,d,0,a,a,310,12,2018,0,,,
3,22/5/18,6055.8,1,0,d,1,a,a,310,12,2018,0,,,
3,21/5/18,7766.3,1,0,d,1,a,a,310,12,2018,0,,,
3,20/5/18,8,0,0,a,1,a,a,310,12,2018,0,,,
3,19/5/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,18/5/18,4212.2,1,0,d,0,a,a,310,12,2018,0,,,
3,17/5/18,8088.6,1,1,d,0,a,a,310,12,2018,0,,,
3,16/5/18,7600.2,1,1,d,0,a,a,310,12,2018,0,,,
3,15/5/18,7948.9,1,1,d,0,a,a,310,12,2018,0,,,
3,14/5/18,7904.9,1,1,d,0,a,a,310,12,2018,0,,,
3,13/5/18,9235.9,1,1,d,0,a,a,310,12,2018,0,,,
3,12/5/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,11/5/18,4511.4,1,0,d,0,a,a,310,12,2018,0,,,
3,10/5/18,6998.5,1,0,d,1,a,a,310,12,2018,0,,,
3,9/5/18,8,0,0,a,0,a,a,310,12,2018,0,,,
3,8/5/18,7865.3,1,0,d,0,a,a,310,12,2018,0,,,
3,7/5/18,7247.1,1,0,d,0,a,a,310,12,2018,0,,,
3,6/5/18,6517.8,1,0,d,0,a,a,310,12,2018,0,,,
3,5/5/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,4/5/18,3990,1,0,d,0,a,a,310,12,2018,0,,,
3,3/5/18,8988.4,1,1,d,0,a,a,310,12,2018,0,,,
3,2/5/18,9845.3,1,1,d,0,a,a,310,12,2018,0,,,
3,1/5/18,8,0,1,a,0,a,a,310,12,2018,0,,,
3,30/4/18,10799,1,1,d,0,a,a,310,12,2018,0,,,
3,29/4/18,8904.8,1,1,d,0,a,a,310,12,2018,0,,,
3,28/4/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,27/4/18,3688.6,1,0,d,0,a,a,310,12,2018,0,,,
3,26/4/18,7265.8,1,1,d,0,a,a,310,12,2018,0,,,
3,25/4/18,6841.2,1,1,d,0,a,a,310,12,2018,0,,,
3,24/4/18,7173.4,1,1,d,0,a,a,310,12,2018,0,,,
3,23/4/18,8305.3,1,1,d,0,a,a,310,12,2018,0,,,
3,22/4/18,8918,1,1,d,0,a,a,310,12,2018,0,,,
3,21/4/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,20/4/18,4590.6,1,0,d,0,a,a,310,12,2018,0,,,
3,19/4/18,6467.2,1,0,d,0,a,a,310,12,2018,0,,,
3,18/4/18,5679.6,1,0,d,0,a,a,310,12,2018,0,,,
3,17/4/18,6341.8,1,0,d,0,a,a,310,12,2018,0,,,
3,16/4/18,6213.1,1,0,d,0,a,a,310,12,2018,0,,,
3,15/4/18,6259.3,1,0,d,0,a,a,310,12,2018,0,,,
3,14/4/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,13/4/18,3441.1,1,0,d,0,a,a,310,12,2018,0,,,
3,12/4/18,7180,1,1,d,0,a,a,310,12,2018,0,,,
3,11/4/18,7035.9,1,1,d,0,a,a,310,12,2018,0,,,
3,10/4/18,7317.5,1,1,d,0,a,a,310,12,2018,0,,,
3,9/4/18,8451.6,1,1,d,0,a,a,310,12,2018,0,,,
3,8/4/18,8679.3,1,1,d,0,a,a,310,12,2018,0,,,
3,7/4/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,6/4/18,3634.7,1,0,d,0,a,a,310,12,2018,0,,,
3,5/4/18,6385.8,1,0,d,1,a,a,310,12,2018,0,,,
3,4/4/18,5902.9,1,0,d,1,a,a,310,12,2018,0,,,
3,3/4/18,6680.6,1,0,d,1,a,a,310,12,2018,0,,,
3,2/4/18,7738.8,1,0,d,1,a,a,310,12,2018,0,,,
3,1/4/18,8,0,0,b,1,a,a,310,12,2018,0,,,
3,31/3/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,30/3/18,5781.9,1,0,d,0,a,a,310,12,2018,0,,,
3,29/3/18,8,0,1,b,1,a,a,310,12,2018,0,,,
3,28/3/18,11258.8,1,1,d,0,a,a,310,12,2018,0,,,
3,27/3/18,9133.6,1,1,d,0,a,a,310,12,2018,0,,,
3,26/3/18,9122.6,1,1,d,0,a,a,310,12,2018,0,,,
3,25/3/18,9121.5,1,1,d,0,a,a,310,12,2018,0,,,
3,24/3/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,23/3/18,3948.2,1,0,d,0,a,a,310,12,2018,0,,,
3,22/3/18,7427.5,1,1,d,0,a,a,310,12,2018,0,,,
3,21/3/18,6976.5,1,1,d,0,a,a,310,12,2018,0,,,
3,20/3/18,8264.6,1,1,d,0,a,a,310,12,2018,0,,,
3,19/3/18,7271.3,1,1,d,0,a,a,310,12,2018,0,,,
3,18/3/18,8705.7,1,1,d,0,a,a,310,12,2018,0,,,
3,17/3/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,16/3/18,4133,1,0,d,0,a,a,310,12,2018,0,,,
3,15/3/18,6429.8,1,0,d,0,a,a,310,12,2018,0,,,
3,14/3/18,6274.7,1,0,d,0,a,a,310,12,2018,0,,,
3,13/3/18,5649.9,1,0,d,0,a,a,310,12,2018,0,,,
3,12/3/18,6144.9,1,0,d,0,a,a,310,12,2018,0,,,
3,11/3/18,6256,1,0,d,0,a,a,310,12,2018,0,,,
3,10/3/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,9/3/18,3803,1,0,d,0,a,a,310,12,2018,0,,,
3,8/3/18,7301,1,1,d,0,a,a,310,12,2018,0,,,
3,7/3/18,7561.7,1,1,d,0,a,a,310,12,2018,0,,,
3,6/3/18,7975.3,1,1,d,0,a,a,310,12,2018,0,,,
3,5/3/18,8870.7,1,1,d,0,a,a,310,12,2018,0,,,
3,4/3/18,9463.6,1,1,d,0,a,a,310,12,2018,0,,,
3,3/3/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,2/3/18,4690.7,1,0,d,0,a,a,310,12,2018,0,,,
3,1/3/18,7438.5,1,0,d,0,a,a,310,12,2018,0,,,
3,28/2/18,7184.4,1,0,d,0,a,a,310,12,2018,0,,,
3,27/2/18,5816,1,0,d,0,a,a,310,12,2018,0,,,
3,26/2/18,6026.1,1,0,d,0,a,a,310,12,2018,0,,,
3,25/2/18,6234,1,0,d,0,a,a,310,12,2018,0,,,
3,24/2/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,23/2/18,3751.3,1,0,d,0,a,a,310,12,2018,0,,,
3,22/2/18,7483.6,1,1,d,0,a,a,310,12,2018,0,,,
3,21/2/18,6885.2,1,1,d,0,a,a,310,12,2018,0,,,
3,20/2/18,7196.5,1,1,d,0,a,a,310,12,2018,0,,,
3,19/2/18,7103,1,1,d,0,a,a,310,12,2018,0,,,
3,18/2/18,9096.2,1,1,d,0,a,a,310,12,2018,0,,,
3,17/2/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,16/2/18,4164.9,1,0,d,0,a,a,310,12,2018,0,,,
3,15/2/18,5744.5,1,0,d,1,a,a,310,12,2018,0,,,
3,14/2/18,5569.6,1,0,d,1,a,a,310,12,2018,0,,,
3,13/2/18,5292.4,1,0,d,1,a,a,310,12,2018,0,,,
3,12/2/18,5638.9,1,0,d,1,a,a,310,12,2018,0,,,
3,11/2/18,6272.5,1,0,d,1,a,a,310,12,2018,0,,,
3,10/2/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,9/2/18,4244.1,1,0,d,0,a,a,310,12,2018,0,,,
3,8/2/18,7293.3,1,1,d,1,a,a,310,12,2018,0,,,
3,7/2/18,6820.3,1,1,d,1,a,a,310,12,2018,0,,,
3,6/2/18,7566.1,1,1,d,1,a,a,310,12,2018,0,,,
3,5/2/18,8075.4,1,1,d,1,a,a,310,12,2018,0,,,
3,4/2/18,8757.4,1,1,d,1,a,a,310,12,2018,0,,,
3,3/2/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,2/2/18,4327.7,1,0,d,0,a,a,310,12,2018,0,,,
3,1/2/18,7269.1,1,0,d,0,a,a,310,12,2018,0,,,
3,31/1/18,7111.8,1,0,d,0,a,a,310,12,2018,0,,,
3,30/1/18,6334.1,1,0,d,0,a,a,310,12,2018,0,,,
3,29/1/18,5960.1,1,0,d,0,a,a,310,12,2018,0,,,
3,28/1/18,6837.9,1,0,d,0,a,a,310,12,2018,0,,,
3,27/1/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,26/1/18,3795.3,1,0,d,0,a,a,310,12,2018,0,,,
3,25/1/18,7084.3,1,1,d,0,a,a,310,12,2018,0,,,
3,24/1/18,6436.4,1,1,d,0,a,a,310,12,2018,0,,,
3,23/1/18,8085.3,1,1,d,0,a,a,310,12,2018,0,,,
3,22/1/18,7780.6,1,1,d,0,a,a,310,12,2018,0,,,
3,21/1/18,7448.4,1,1,d,0,a,a,310,12,2018,0,,,
3,20/1/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,19/1/18,4080.2,1,0,d,0,a,a,310,12,2018,0,,,
3,18/1/18,6116.3,1,0,d,0,a,a,310,12,2018,0,,,
3,17/1/18,5766.5,1,0,d,0,a,a,310,12,2018,0,,,
3,16/1/18,4907.4,1,0,d,0,a,a,310,12,2018,0,,,
3,15/1/18,6455.1,1,0,d,0,a,a,310,12,2018,0,,,
3,14/1/18,6506.8,1,0,d,0,a,a,310,12,2018,0,,,
3,13/1/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,12/1/18,4219.9,1,0,d,0,a,a,310,12,2018,0,,,
3,11/1/18,7519.9,1,1,d,0,a,a,310,12,2018,0,,,
3,10/1/18,6918.2,1,1,d,0,a,a,310,12,2018,0,,,
3,9/1/18,7431.9,1,1,d,0,a,a,310,12,2018,0,,,
3,8/1/18,7816.9,1,1,d,0,a,a,310,12,2018,0,,,
3,7/1/18,9458.1,1,1,d,0,a,a,310,12,2018,0,,,
3,6/1/18,8,0,0,d,0,a,a,310,12,2018,0,,,
3,5/1/18,4267.2,1,0,d,0,a,a,310,12,2018,0,,,
3,4/1/18,6709.2,1,0,d,0,a,a,310,12,2018,0,,,
3,3/1/18,5945.8,1,0,d,0,a,a,310,12,2018,0,,,
3,2/1/18,6705.9,1,0,d,1,a,a,310,12,2018,0,,,
3,1/1/18,8,0,0,a,1,a,a,310,12,2018,0,,,
4,31/7/20,9349.2,1,1,d,1,a,a,7520,10,2019,0,,,
4,30/7/20,9270,1,1,d,1,a,a,7520,10,2019,0,,,
4,29/7/20,7739.9,1,1,d,1,a,a,7520,10,2019,0,,,
4,28/7/20,7396.7,1,1,d,1,a,a,7520,10,2019,0,,,
4,27/7/20,9620.9,1,1,d,1,a,a,7520,10,2019,0,,,
4,26/7/20,8,0,0,d,0,a,a,7520,10,2019,0,,,
4,25/7/20,3624.8,1,0,d,0,a,a,7520,10,2019,0,,,
4,24/7/20,5416.7,1,0,d,1,a,a,7520,10,2019,0,,,
4,23/7/20,6727.9,1,0,d,1,a,a,7520,10,2019,0,,,
4,22/7/20,5503.6,1,0,d,1,a,a,7520,10,2019,0,,,
4,21/7/20,5692.8,1,0,d,1,a,a,7520,10,2019,0,,,
4,20/7/20,6559.6,1,0,d,1,a,a,7520,10,2019,0,,,
4,19/7/20,8,0,0,d,0,a,a,7520,10,2019,0,,,
4,18/7/20,4202.3,1,0,d,0,a,a,7520,10,2019,0,,,
4,17/7/20,7408.8,1,1,d,0,a,a,7520,10,2019,0,,,
4,16/7/20,9696.8,1,1,d,0,a,a,7520,10,2019,0,,,
4,15/7/20,8733.2,1,1,d,0,a,a,7520,10,2019,0,,,
4,14/7/20,9737.5,1,1,d,0,a,a,7520,10,2019,0,,,
4,13/7/20,10036.7,1,1,d,0,a,a,7520,10,2019,0,,,
4,12/7/20,8,0,0,d,0,a,a,7520,10,2019,0,,,
4,11/7/20,4085.7,1,0,d,0,a,a,7520,10,2019,0,,,
4,10/7/20,6681.7,1,0,d,0,a,a,7520,10,2019,0,,,
4,9/7/20,6170.2,1,0,d,0,a,a,7520,10,2019,0,,,
4,8/7/20,5862.2,1,0,d,0,a,a,7520,10,2019,0,,,
4,7/7/20,5909.5,1,0,d,0,a,a,7520,10,2019,0,,,
4,6/7/20,7422,1,0,d,0,a,a,7520,10,2019,0,,,
4,5/7/20,8,0,0,d,0,a,a,7520,10,2019,0,,,
4,4/7/20,3767.8,1,0,d,0,a,a,7520,10,2019,0,,,
4,3/7/20,7196.5,1,1,d,0,a,a,7520,10,2019,0,,,
4,2/7/20,9531.8,1,1,d,0,a,a,7520,10,2019,0,,,
4,1/7/20,9383.3,1,1,d,0,a,a,7520,10,2019,0,,,
4,30/6/20,10827.6,1,1,d,0,a,a,7520,10,2019,0,,,
4,29/6/20,11496.4,1,1,d,0,a,a,7520,10,2019,0,,,
4,28/6/20,8,0,0,d,0,a,a,7520,10,2019,0,,,
4,27/6/20,3980.1,1,0,d,0,a,a,7520,10,2019,0,,,
4,26/6/20,5525.6,1,0,d,0,a,a,7520,10,2019,0,,,
4,25/6/20,6559.6,1,0,d,0,a,a,7520,10,2019,0,,,
4,24/6/20,5513.5,1,0,d,0,a,a,7520,10,2019,0,,,
4,23/6/20,6059.1,1,0,d,0,a,a,7520,10,2019,0,,,
4,22/6/20,5283.6,1,0,d,0,a,a,7520,10,2019,0,,,
4,21/6/20,8,0,0,d,0,a,a,7520,10,2019,0,,,
4,20/6/20,3980.1,1,0,d,0,a,a,7520,10,2019,0,,,
4,19/6/20,7458.3,1,1,d,0,a,a,7520,10,2019,0,,,
4,18/6/20,8040.2,1,1,d,0,a,a,7520,10,2019,0,,,
4,17/6/20,8534.1,1,1,d,0,a,a,7520,10,2019,0,,,
4,16/6/20,9232.6,1,1,d,0,a,a,7520,10,2019,0,,,
4,15/6/20,10938.7,1,1,d,0,a,a,7520,10,2019,0,,,
4,14/6/20,8,0,0,d,0,a,a,7520,10,2019,0,,,
4,13/6/20,3809.6,1,0,d,0,a,a,7520,10,2019,0,,,
4,12/6/20,6029.4,1,0,d,0,a,a,7520,10,2019,0,,,
4,11/6/20,6281.3,1,0,d,0,a,a,7520,10,2019,0,,,
4,10/6/20,5778.6,1,0,d,0,a,a,7520,10,2019,0,,,
4,9/6/20,5808.3,1,0,d,0,a,a,7520,10,2019,0,,,
4,8/6/20,6764.2,1,0,d,0,a,a,7520,10,2019,0,,,
4,7/6/20,8,0,0,d,0,a,a,7520,10,2019,0,,,
4,6/6/20,3691.9,1,0,d,0,a,a,7520,10,2019,0,,,
4,5/6/20,6502.4,1,1,d,0,a,a,7520,10,2019,0,,,
4,4/6/20,8768.4,1,1,d,0,a,a,7520,10,2019,0,,,
4,3/6/20,7976.4,1,1,d,0,a,a,7520,10,2019,0,,,
4,2/6/20,8965.3,1,1,d,0,a,a,7520,10,2019,0,,,
4,1/6/20,12076.1,1,1,d,0,a,a,7520,10,2019,0,,,
4,31/5/20,8,0,0,d,0,a,a,7520,10,2019,0,,,
4,30/5/20,5169.2,1,0,d,0,a,a,7520,10,2019,0,,,
4,29/5/20,7104.1,1,0,d,0,a,a,7520,10,2019,0,,,
4,28/5/20,7397.8,1,0,d,0,a,a,7520,10,2019,0,,,
4,27/5/20,6138.3,1,0,d,0,a,a,7520,10,2019,0,,,
4,26/5/20,7161.3,1,0,d,0,a,a,7520,10,2019,0,,,
4,25/5/20,8,0,0,a,0,a,a,7520,10,2019,0,,,
4,24/5/20,8,0,0,d,0,a,a,7520,10,2019,0,,,
4,23/5/20,3526.9,1,0,d,0,a,a,7520,10,2019,0,,,
4,22/5/20,6818.1,1,1,d,0,a,a,7520,10,2019,0,,,
4,21/5/20,8193.1,1,1,d,0,a,a,7520,10,2019,0,,,
4,20/5/20,7593.6,1,1,d,0,a,a,7520,10,2019,0,,,
